id,sentence,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
266,"""Je n'ai pas l'habitude d'être en compagnie de quelqu'un vingt-quatre heures sur vingt-quatre et sept jours sur sept"", reconnaît cette chroniqueuse culinaire.",66.91,5,16.19,4241.631304347827,150.93,25983.2,0.69,60.375,2520.11,4556.601304347826,282.64,38928.92,2.36,75.61,5320.47,4190.040000000001,150.93,25983.2,0.05,42.075,2520.11,4.565217391304348,4.0,12.0,1.0,2.0,6.0,1.3478260869565217,1.0,3.0,1.0,1.0,1.0
267,"Un bienfaiteur est une personne qui apporte son aide, généralement en donnant de l'argent.",75.03,2,12.81,6618.691428571427,1475.0500000000002,32236.5,3.4,184.17000000000002,7353.307500000001,7139.449285714285,2796.08,38928.92,3.45,81.485,9374.119999999999,5594.26,1159.015,25220.86,2.46,69.0425,7353.307500000001,4.857142857142857,3.0,12.0,1.0,2.25,7.0,1.6428571428571428,1.0,5.0,1.0,1.0,2.0
268,Ils ont plus nettement tendance à considérer que les choix concernant leur vie personnelle n'ont à recevoir aucune justification ou approbation sociale.,44.83,6,16.71,3021.8968181818173,199.865,18559.22,0.96,18.41,3815.605,3702.402272727273,199.595,19209.05,6.76,28.11,3189.345,2177.986818181818,160.175,12190.4,0.84,11.4825,2702.29,5.7272727272727275,4.5,13.0,1.0,3.0,8.75,1.9545454545454546,1.0,5.0,1.0,1.0,3.0
269,"La ""marquise"" reprit un ton plus doux, car elle avait constaté que le protecteur des massifs et des pelouses l'écoutait avec bonhomie sans songer à la contredire, gardant inoffensive au fourreau une épée qui avait plutôt l'air de quelque instrument de jardinage ou de quelque attribut horticole.",41.54,8,13.48,5359.778260869565,944.0250000000001,25220.86,0.02,23.150000000000002,7444.8150000000005,7237.167826086958,557.77,38928.92,2.03,20.8425,10624.93,4536.854130434783,640.16,25220.86,0.02,2.5124999999999997,5878.0275,4.826086956521739,4.0,11.0,1.0,2.0,7.0,1.6304347826086956,1.0,4.0,1.0,1.0,2.0
270,Je fis un mouvement pour m'éloigner.,75.79,2,7.18,9012.18166666667,7946.014999999999,25983.2,40.33,1822.0700000000002,11269.085000000001,6023.063333333334,5763.615,13550.68,14.73,1469.475,9696.6375,7542.148333333334,3574.23,25983.2,4.35,39.4225,10835.3525,3.5,2.5,9.0,1.0,2.0,3.75,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
271,me répondit-elle ; et elle hésitait.,54.73,2,10.76,4526.868333333333,4520.53,12909.08,30.06,1318.81,4827.2125,6619.37,5627.905,20879.73,122.43,1416.1499999999999,6991.49,4480.588333333332,4520.53,12909.08,1.01,1132.3375,4827.2125,4.666666666666667,4.0,8.0,2.0,2.5,7.0,1.6666666666666667,1.0,3.0,1.0,1.0,2.5
272,"Quoi qu'il arrive, il faut rester motivé.",82.14,1,6.56,2583.324285714286,1003.56,13222.93,5.5,472.55,1453.0900000000001,2711.91,723.04,15832.09,1.55,191.25,1022.095,2329.197142857143,525.1,13222.93,1.67,166.225,1111.115,4.285714285714286,4.0,6.0,2.0,3.0,6.0,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
273,"Le comte Pietranera exposa sa vie pour sauver celle du ministre, qui fut tué à coups de parapluie, et dont le supplice dura cinq heures.",78.59,3,8.3,5508.717916666666,818.925,32236.5,3.77,124.5575,8356.5125,6672.71625,888.68,38928.92,13.38,100.9775,9713.7975,4086.95875,239.5,25220.86,0.05,51.435,5778.3724999999995,4.125,4.0,9.0,1.0,2.0,5.25,1.3333333333333333,1.0,3.0,1.0,1.0,1.25
274,"À droite de la table, il y a un fauteuil et sur le fauteuil il y a un blouson",99.4,0,0.41,9373.425789473684,12087.62,25220.86,7.15,1319.24,13437.845000000001,11450.03947368421,12800.81,38928.92,25.2,1733.2800000000002,17071.52,8087.712105263158,6350.91,25220.86,6.62,1315.775,13066.005000000001,3.0526315789473686,2.0,8.0,1.0,1.5,4.0,1.1578947368421053,1.0,2.0,1.0,1.0,1.0
275,Les divorces grimpent en flèche.,113.61,0,9.6,2893.4199999999996,23.23,8720.38,12.76,21.05,5689.68,4696.433999999999,51.15,14662.3,11.15,25.0,8732.57,2884.1339999999996,8.21,8720.38,0.82,1.58,5689.68,5.4,6.0,8.0,2.0,3.0,8.0,1.2,1.0,2.0,1.0,1.0,1.0
276,"""Les jeunes filles peuvent aussi être découragées par un manque d'offre ou de créneaux horaires attrayants"", note l'Insee.",85.69,1,14.32,3665.1150000000002,569.285,25220.86,1.39,56.715,4581.6075,4738.536111111111,580.71,38928.92,1.22,9.8,3460.2675,2898.583888888889,116.035,25220.86,0.01,38.735,1538.545,4.944444444444445,4.5,11.0,1.0,2.25,6.75,1.4444444444444444,1.0,4.0,1.0,1.0,1.75
277,"Comme la conscience religieuse, la conscience morale est donc malheur.",93.81,1,15.46,6524.465,334.7,32236.5,13.13,45.53,11791.38,6653.0,269.26,23633.92,21.49,81.55,12171.432499999999,5240.506,330.835,19417.69,4.85,44.46,11791.38,5.9,5.5,10.0,2.0,3.25,9.25,1.6,1.5,3.0,1.0,1.0,2.0
278,"Il n'y a point d'effet sans cause, répondit modestement Candide, tout est enchaîné nécessairement et arrangé pour le mieux.",55.24,5,13.23,5329.536842105263,251.57,32236.5,0.52,32.175,9993.815,4972.894736842105,398.38,20879.73,2.97,16.42,9499.525,3991.504210526315,213.51,19417.69,0.52,6.49,6714.73,4.947368421052632,4.0,14.0,1.0,2.0,7.0,1.736842105263158,1.0,5.0,1.0,1.0,2.5
279,Un cinéaste qui adapte un livre au cinéma doit forcément prendre de la distance par rapport au livre,85.69,2,9.16,4717.033333333334,1833.425,25220.86,3.56,82.6375,5071.8275,6424.025,1392.3000000000002,38928.92,1.76,91.62,7273.055,4471.8838888888895,560.3050000000001,25220.86,1.75,74.78,4943.1725,4.611111111111111,4.5,9.0,2.0,2.0,6.75,1.5,1.0,3.0,1.0,1.0,2.0
280,Nous allons à la plage.,113.61,0,-0.85,8389.992000000002,9992.77,14946.48,48.19,4772.12,12190.4,9930.526,3867.84,23633.92,86.89,2854.93,19209.05,6490.84,4772.12,14946.48,44.99,500.21,12190.4,3.6,4.0,6.0,1.0,2.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
281,"rène Jacob évoque son enfance à Genève (Suisse) entre ses trois frères, son père astrophysicien au CERN, qui aimait dessiner des flip books de personnages de cartoons, et sa mère qui, après quelques années passées au foyer, a repris ses études pour devenir psychothérapeute pour enfants.",49.91,5,13.13,3435.1111627906976,686.79,25220.86,0.09,32.315,3737.75,4854.2300000000005,761.28,38928.92,0.0,83.31,5322.5,3041.824186046512,380.8,25220.86,0.09,13.809999999999999,3737.75,5.116279069767442,5.0,16.0,1.0,3.0,6.0,1.6046511627906976,1.0,5.0,1.0,1.0,2.0
282,"Tel est en tout cas l'avis d'un avocat florentin, l'honorable Alessandro Traversi, qui a invité le scientifique à représenter les intérêts de son ancêtre lors de l'examen d'une fausse requête en révision du procès de Dante.",45.34,9,12.31,5648.76212121212,116.83,32236.5,0.58,54.68,5689.68,7162.274242424242,109.59,38928.92,1.49,6.55,8732.57,4874.979090909091,78.26,25220.86,0.21,28.27,5689.68,4.03030303030303,3.0,12.0,1.0,2.0,6.0,1.5454545454545454,1.0,4.0,1.0,1.0,2.0
283,"Comme ça, je pourrais l'utiliser plus souvent !",74.78,1,10.74,6720.522857142858,4062.45,25983.2,78.26,1230.81,7229.0650000000005,3533.5628571428565,2659.8,10862.77,3.92,1382.3,4221.925,5966.727142857143,2326.08,25983.2,78.26,191.72,6498.055,4.142857142857143,4.0,8.0,1.0,2.0,6.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
284,"Ce dimache, c'était la fête des Mères en France.",109.55,0,4.78,4680.277142857143,5219.1,14946.48,8.21,421.38,5872.695,6687.151428571428,2958.58,23633.92,4.73,427.66499999999996,9678.75,4581.714285714285,5219.1,14946.48,8.21,76.41,5872.695,2.7142857142857144,2.0,5.0,1.0,2.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0
285,Les petits jouèrent et dansèrent autour du feu de joie.,101.17,0,7.34,5345.536999999999,838.46,25220.86,75.09,161.51000000000002,7638.959999999999,8407.277,951.755,38928.92,92.57,261.42,12717.265,5173.223,164.395,25220.86,0.15,75.05749999999999,7638.959999999999,4.5,3.5,9.0,2.0,2.25,6.0,1.3,1.0,2.0,1.0,1.0,1.75
286,L'inégalité des sexes freine l'accès aux études scientifiques.,59.04,2,18.05,896.0862500000001,65.17500000000001,6055.71,7.43,37.4325,267.6075,1584.45875,32.870000000000005,10624.93,3.92,5.8925,524.1725,886.1712500000001,55.565,6055.71,1.65,3.5025,267.6075,4.75,4.0,13.0,1.0,2.5,6.0,1.375,1.0,3.0,1.0,1.0,1.25
287,"Pour mieux maîtriser sonlangage en septembre qu'en juin, l'écrivain YakRivais propose une approche très personnelle quin'en finit pas de séduire. Cet auteur tellement lupour sa Grammaire impertinentepropose aussi.des Jeux pour lire vite(Retz). De quoi faire aimerla grammaire aux plus récalcitrants ! Qui résisteen effet au plaisir de ""schtroumpfer"" son texte, c'est-à-dire d'y remplacer tous les verbes d'actionet les participes passés par le verbe ""schtroump-fer"", correctement accordé, bien sûr ? Qui se refu-serait à trouver le plus rapidement possible le motle plus long d'un petit texte ? Ou à identifier desmots cachés.",61.73,20,15.3,4037.1398765432095,835.65,32236.5,0.48,52.27,5516.52,5065.940370370371,417.97,38928.92,0.74,50.0,6198.24,3427.7609876543206,491.64,25220.86,0.14,21.48,4062.45,4.654320987654321,4.0,13.0,1.0,3.0,6.0,1.5061728395061729,1.0,4.0,1.0,1.0,2.0
288,"Désormais fiable, elle permettait d'exprimer de la distinction vis-à-vis de la masse populaire et du ressentiment face à la société pleine de promesses et de contraintes.",55.49,7,14.22,7636.895357142857,4119.43,25220.86,1.13,37.3975,13418.43,11665.0825,2401.76,38928.92,1.28,56.7225,21568.2775,7334.573214285714,103.22999999999999,25220.86,1.13,15.11,13418.43,4.714285714285714,3.0,12.0,1.0,2.0,7.5,1.5357142857142858,1.0,4.0,1.0,1.0,2.0
289,"Il a professé à Padoue des principes d'une philosophie qui sent le fagot, dit-on, et ses nombreuses découvertes dans des sciences dangereuses pourront bien finir par le brouiller tout à fait avec l'Église.",63.11,4,12.66,4863.148787878788,3704.89,18559.22,0.19,54.68,8586.4,5942.770303030304,3105.41,20879.73,2.97,47.57,10624.93,3988.6312121212127,1753.02,13652.76,0.03,12.79,6055.71,4.606060606060606,4.0,11.0,1.0,2.0,8.0,1.4848484848484849,1.0,4.0,1.0,1.0,2.0
290,Un agent du marquis sauta sur la digue : Napoléon venait de débarquer au golfe de Juan.,87.72,2,7.42,5698.7006249999995,1321.5700000000002,25220.86,0.01,12.98,6317.93,8395.42625,824.56,38928.92,0.2,16.2825,8549.29,5518.461875,71.33500000000001,25220.86,0.01,1.4175,6317.93,4.3125,4.5,9.0,2.0,2.0,5.25,1.5625,1.0,4.0,1.0,1.0,2.0
291,"Il s'agissait avant tout de franciser la République, de faire en sorte que tous les petits Français parlent français.",77.32,3,12.01,5989.087894736842,1970.55,25220.86,0.0,78.89500000000001,8766.93,8332.553684210527,1639.19,38928.92,0.68,303.005,11697.435,5364.80052631579,910.39,25220.86,0.0,35.195,7205.03,4.631578947368421,4.0,10.0,1.0,2.0,6.5,1.4210526315789473,1.0,3.0,1.0,1.0,2.0
292,"Au cours suivant, elle est venue s'asseoir à côté de moi.",92.8,0,4.74,7900.311818181817,3675.68,32236.5,38.31,1188.2649999999999,8355.465,8239.675454545453,1877.57,38928.92,14.53,757.8050000000001,11038.48,6299.28818181818,3675.68,25220.86,4.25,118.095,8355.465,3.3636363636363638,3.0,7.0,1.0,2.0,4.5,1.2727272727272727,1.0,2.0,1.0,1.0,1.5
293,Ne vont-ils pas accaparer les affaires publiques à leur avantage ?,71.73,1,12.56,6836.605454545456,3075.07,22287.83,0.97,164.315,11091.585,5723.194545454546,2809.53,19209.05,3.99,159.325,11318.515,5118.085454545455,281.35,18188.15,0.2,101.63499999999999,10455.39,4.909090909090909,4.0,9.0,1.0,3.0,8.0,1.6363636363636365,1.0,4.0,1.0,1.0,2.0
294,"Ils ont mis en évidence le rôle clé de l'alimentation dans l'apparition ou le traitement de certains troubles mentaux comme la dépression, les troubles anxieux, la schizophrénie et même l'autisme.",58.79,5,14.46,5588.505666666667,956.26,25220.86,1.83,36.3175,11861.904999999999,7954.194333333335,1221.185,38928.92,0.95,17.415,14196.9275,4976.470333333333,568.13,25220.86,1.83,33.475,7962.705,4.4,3.0,13.0,1.0,2.0,7.0,1.4,1.0,4.0,1.0,1.0,1.0
295,"Le monde et le savoir vus d'une nacelle de roue foraine - toute l'histoire ramenée au scintillement lisse d'une grande boucle -, ce modèle inconscient de l'Exposphère traverse sans vieillir les décennies et les continents.",63.11,5,14.92,4383.182121212122,172.7,25220.86,0.23,20.47,5219.1,6247.651818181818,200.81,38928.92,2.43,10.74,5322.5,4037.7236363636366,78.26,25220.86,0.17,6.06,5219.1,4.7272727272727275,4.0,13.0,1.0,2.0,7.0,1.5151515151515151,1.0,4.0,1.0,1.0,2.0
296,Marie-Sophie Germain est à l'origine d'une théorie scientifique reconnue.,35.95,4,20.27,4497.314,66.47,32236.5,1.23,20.8975,200.565,3461.972,10.91,19209.05,0.0,3.2075,188.16,3181.294,24.645,19417.69,0.91,8.55,72.36500000000001,5.1,5.5,12.0,1.0,1.5,7.0,1.9,2.0,3.0,1.0,1.0,2.75
297,"Sur la côte, ils chassent les phoques et les baleines tandis qu'à l'intérieur des terres, ils y élèvent le renne.",98.38,1,8.53,4135.777368421052,2520.11,14946.48,1.79,43.595,7388.045,6187.021052631579,2809.53,23633.92,1.15,36.455,12643.615,4114.516315789474,2520.11,14946.48,0.57,11.665,7388.045,3.8421052631578947,3.0,8.0,1.0,2.0,5.5,1.105263157894737,1.0,2.0,1.0,1.0,1.0
298,J'aime aussi me promener avec mes amis en rêvant de voyages que nous pourrions faire ensemble.,87.72,1,10.32,4163.13,2553.6099999999997,25220.86,37.8,220.89499999999998,5078.1975,4646.868125,2009.83,38928.92,2.91,143.82,4066.3875,3344.728125,1252.28,25220.86,1.26,54.3725,3971.6974999999998,4.5625,4.0,9.0,1.0,2.75,6.25,1.5,1.5,2.0,1.0,1.0,2.0
299,C'est notre petite tradition à nous cinq.,96.86,1,7.37,2754.712857142857,1022.94,12190.4,8.21,91.26,2939.46,3651.2557142857145,680.68,19209.05,4.73,127.26500000000001,2704.9,2646.7099999999996,355.66,12190.4,8.21,88.82000000000001,2897.5299999999997,4.285714285714286,4.0,9.0,1.0,2.5,5.5,1.4285714285714286,1.0,3.0,1.0,1.0,1.5
300,Qui a pris les 100 euros ?,112.59,0,-2.46,6943.957999999999,5516.52,18559.22,9.84,1913.83,8720.38,7370.554000000001,7923.24,14662.3,0.0,1466.42,12800.81,4159.972,5344.98,8720.38,8.99,374.6,6350.91,3.2,3.0,5.0,1.0,3.0,4.0,1.2,1.0,2.0,1.0,1.0,1.0
301,"Je suis l'itinéraire donné par Pierre, un ami français",80.11,1,9.31,4895.613333333334,1209.67,25983.2,43.06,78.26,2090.54,3425.8244444444445,896.01,13550.68,3.92,298.85,3727.09,4709.717777777778,360.9,25983.2,29.78,78.26,1819.44,3.7777777777777777,3.0,8.0,1.0,2.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
302,"La disponibilité des services est obtenue par un dimensionnement approprié et une certaine redondance des infrastructures ainsi que par une gestion opérationnelle et une maintenance efficaces des infrastructures, ressources et services.",20.97,10,21.48,4784.373225806451,207.68,32236.5,0.01,5.4,7907.85,6044.747096774193,469.46,23633.92,0.0,4.525,10624.93,4330.152258064517,207.68,19417.69,0.01,2.4699999999999998,7907.85,6.580645161290323,5.0,15.0,2.0,3.0,9.5,2.161290322580645,2.0,6.0,1.0,1.0,3.0
303,Je ne trouve pas mes clés.,127.31,0,-1.53,11502.505,9761.820000000002,25983.2,118.13,1160.545,21262.910000000003,5923.998333333334,4909.125,13841.89,48.58,985.1525,10345.8625,9827.410000000002,7229.63,25983.2,49.4,488.895,16980.370000000003,3.3333333333333335,3.0,6.0,2.0,2.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0
304,"Ces choses faites, il revint tristement à son château de Grianta.",85.44,1,9.49,6484.820000000001,1757.025,25220.86,1.67,769.5925,11346.17,8717.682,3121.825,38928.92,11.82,632.315,13206.315,5463.517999999999,882.155,25220.86,1.67,143.34,9577.9075,4.6,4.5,10.0,1.0,2.25,6.0,1.4,1.0,3.0,1.0,1.0,1.75
305,Juste un moment.,108.28,0,-0.46,4392.6900000000005,656.86,12087.62,433.59,545.225,6372.240000000001,4797.456666666667,688.24,13550.68,153.45,420.845,7119.46,4381.453333333334,653.49,12087.62,403.25,528.37,6370.555,4.333333333333333,5.0,6.0,2.0,3.5,5.5,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
306,La forêt leur donne du bois et du gibier.,109.55,0,1.59,4255.049999999999,1209.67,14946.48,6.5,115.56,4394.7,6669.548888888889,896.01,23633.92,11.69,299.46,6882.16,4163.83,401.06,14946.48,5.79,115.56,4394.7,3.5555555555555554,4.0,6.0,2.0,2.0,5.0,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
307,"Reste que l'acceptation des robots évoluera au fil des futures générations, et pourrait même déboucher sur de l'attachement.",48.89,5,15.6,3796.593888888888,955.625,25220.86,4.21,33.629999999999995,5168.5775,5558.870555555555,1076.2150000000001,38928.92,3.18,34.175000000000004,5321.9925,3422.1394444444445,316.99,25220.86,0.05,18.8975,3636.0325000000003,4.5,3.0,11.0,1.0,2.25,6.75,1.6111111111111112,1.0,4.0,1.0,1.0,2.0
308,"Aujourd'hui, elle contraint les spécialistes de l'éducation à une réflexion aussi douloureuse qu'embarrassante.",39.25,5,23.77,5009.221666666666,740.295,25220.86,6.66,17.0425,8110.9825,7571.773333333332,698.68,38928.92,1.55,22.7875,10856.5525,5006.769166666666,740.295,25220.86,3.42,5.915,8110.9825,5.166666666666667,3.5,12.0,1.0,2.0,9.0,1.6666666666666667,1.0,3.0,1.0,1.0,2.25
309,"A quelle saison, les serpents vont dormir dans la terre ?",101.17,0,7.34,5814.067999999999,2585.57,18559.22,31.95,318.86,9674.6725,6327.505999999999,1653.9199999999998,23633.92,21.08,248.055,11674.627499999999,3594.7329999999993,396.95,14946.48,11.29,189.65,5927.83,4.5,4.5,8.0,1.0,3.25,6.0,1.3,1.0,2.0,1.0,1.0,1.75
310,"Ce ""protocole expérimental métaphysique"" aurait donc pour objectif de prouver l'existence de la ""liberté d'indifférence"" proprement humaine",20.47,7,22.33,5723.475882352941,88.83,25220.86,0.91,18.91,7078.55,7306.219411764706,97.97,38928.92,1.01,6.35,6198.24,4640.591764705881,76.28,25220.86,0.64,15.44,5219.1,5.647058823529412,6.0,12.0,1.0,2.0,8.0,2.0588235294117645,2.0,5.0,1.0,1.0,3.0
311,Ils auraient vu plusieurs versions de ce film.,95.84,0,7.9,7066.67625,3597.25,25220.86,20.09,206.24,8554.130000000001,7523.78375,2605.6450000000004,38928.92,12.97,171.215,5419.1375,4339.7225,550.155,25220.86,0.98,58.855000000000004,3611.0775000000003,4.75,3.5,9.0,2.0,2.0,8.0,1.375,1.0,2.0,1.0,1.0,2.0
312,"Contrairement à leurs aînés, partis à la retraite souvent usés par le travail et les problèmes de santé, les sexagénaires d'aujourd'hui ont à peine quelques mèches grises.",69.2,3,13.12,5341.635185185185,389.83,25220.86,0.17,47.065,12190.4,7730.21,485.68,38928.92,0.74,46.42,16486.625,4637.228148148149,243.56,25220.86,0.02,42.295,10455.39,4.814814814814815,5.0,13.0,1.0,2.0,6.5,1.5185185185185186,1.0,4.0,1.0,1.0,2.0
313,"Car si subite avait été sa pâmoison, qu'elle avait pris pour une vision l'entrée soudaine de Gérard.",86.71,1,9.74,7157.2775,1325.3600000000001,32236.5,0.0,32.1275,10570.692500000001,6383.415625,1200.205,38928.92,1.22,35.4875,10391.18,2839.589375,385.155,25220.86,0.0,24.875,1300.825,4.0,3.5,8.0,1.0,2.0,5.25,1.5,1.0,3.0,1.0,1.0,2.0
314,"Loin d'être forcément une manifestation de désobéissance, cela est plutôt une saine réaction d'indépendance .",38.23,5,19.83,5315.771428571429,132.54,32236.5,0.91,26.465,6054.0275,5340.53857142857,155.71,38928.92,0.74,17.5325,7376.432499999999,4398.157857142857,132.54,25220.86,0.91,21.98,6054.0275,5.357142857142857,4.0,13.0,1.0,3.0,7.5,2.0,1.0,5.0,1.0,1.0,2.75
315,"Nous la chantions ensemble, ma mère assise au piano, moi, debout devant elle, une main sur le coeur, l'autre tendue vers la barricade, nous regardant dans les yeux; lorsque nous en venions à ""Aux armes, citoyens!"", ma mère abattait ses deux mains avec violence sur le clavier et je brandissais le poing d'un air menaçant.",76.05,4,9.58,3645.8956363636366,757.68,25983.2,1.77,129.075,4715.355,4667.388545454545,1234.59,23633.92,2.97,135.44,5321.485000000001,3550.1769090909092,672.0,25983.2,0.05,44.51,4715.355,4.454545454545454,4.0,11.0,1.0,2.5,6.0,1.4363636363636363,1.0,3.0,1.0,1.0,2.0
316,Mon mari est professeur d'anglais dans une école qui se trouve à 20 kilomètres de la maison.,86.71,2,7.65,6995.64125,3331.38,32236.5,24.8,249.83249999999998,8978.4875,8344.099999999999,4447.87,38928.92,2.97,139.0575,10962.345,6113.880625,3331.38,25220.86,21.07,240.45,8978.4875,4.0625,3.0,10.0,1.0,2.0,5.25,1.4375,1.0,3.0,1.0,1.0,2.0
317,"Si un seul homme peut exprimer autant de haine, imaginez combien d'amour nous pouvons exprimer ensemble.",65.64,3,13.63,3603.5806250000005,641.015,25220.86,30.02,127.78999999999999,4960.2075,4115.660625,578.21,38928.92,2.97,99.19,2659.8,2933.1912500000003,322.025,25220.86,18.13,48.8825,1250.8375,5.0625,5.0,8.0,1.0,3.5,7.25,1.6875,1.0,4.0,1.0,1.0,2.0
318,"Entre les deux, il y a le gris : c'est un mélange de blanc et de noir.",109.8,0,0.58,8476.455625,6533.465,25220.86,8.21,138.2925,13330.3875,11279.776875,7943.785,38928.92,4.73,469.3075,16451.805,7704.289375,5348.73,25220.86,8.21,67.63250000000001,12987.5425,2.9375,2.0,7.0,1.0,2.0,4.0,1.0625,1.0,2.0,1.0,1.0,1.0
319,Vous parlez bien anglais.,92.54,0,7.25,4956.259999999999,3092.165,13589.7,51.01,1490.665,6557.76,1801.9599999999998,1810.5749999999998,3507.16,79.53,834.39,2778.145,4493.27,2167.285,13589.7,48.81,102.795,6557.76,5.25,5.0,7.0,4.0,4.0,6.25,1.5,1.5,2.0,1.0,1.0,2.0
320,"Avec lui, par tous les royaumes de l'Europe, elle aurait voyagé de capitale en capitale, partageant ses fatigues et son orgueil, ramassant les fleurs qu'on lui jetait, brodant elle-même ses costumes: puis, chaque soir, au fond d'une loge, derrière la grille à treillis d'or, elle eût recueilli, béante, les expansions de cette âme qui n'aurait chanté que pour elle seule; de la scène, tout en jouant, il l'aurait regardée.",33.93,7,11.74,4459.615797101448,891.45,25220.86,0.45,54.68,5516.52,6356.452753623188,1358.65,38928.92,1.55,58.24,6991.49,3839.600144927536,349.74,25220.86,0.0,12.15,4520.53,4.2898550724637685,4.0,10.0,1.0,2.0,6.0,1.3768115942028984,1.0,3.0,1.0,1.0,2.0
